2.497649252573187439e+01,2.553938641660232634e+01,-3.434290562076281361e+01,1.268273851026090249e+01,3.094313415837796732e+00
-2.849272327990842513e+00,-6.335037430103935385e+00,-4.289100795691237700e+00,1.322432864252562346e-01,-4.026222881953374966e+00
-4.544847232291048300e+01,2.114356935093413270e+01,9.776145116473911045e+00,8.064806574750587487e+00,-4.264136031983975172e+00
8.909907325715586524e+00,-4.149515146240624119e+00,-8.356912866067068180e+00,2.699485408897410821e+01,5.711216926431959884e+00
6.269175991345297128e+00,-2.955048912835522756e+01,1.962755585576634232e+01,2.892112665568917151e+01,-4.407800892543313154e+01
-2.496464707022292284e+00,-1.657252096271330899e+01,-2.772378178032710139e+00,9.041770567770942568e-01,2.501494410993737461e+01
1.248244420622247119e+01,-1.190869234652198649e+01,1.639435528672286591e+00,-1.961020389995356084e+01,-8.215075650774990024e+00
-5.514556326406215625e+00,-1.399703517596454105e+01,-1.118608992774142408e+01,5.505453098720439975e+00,2.747851775293201726e+01
4.203588594805935053e+00,-1.191347031592822248e+01,4.752899582874081652e+00,4.237957496934367185e+01,1.143400665550984208e+01
-2.820049107512744868e+01,1.141009981214172697e+01,7.893549201454895581e+00,-1.250251371056872074e+01,4.226102759671349851e+00
2.874003453060015190e+01,2.408813931081071757e+01,-1.431881523058806849e+01,9.870514415312294787e+00,8.625150471074682912e+00
5.170498410269233958e+00,-1.871235964519220119e+01,-1.446981508078077905e+00,-5.191753662046229678e+00,1.065849132684721212e+01
3.252451968043154551e+01,2.031976576635830867e+01,1.033964898299766055e+01,-1.124485823180961042e+01,3.171725625886839239e+01
-1.758888092711377737e+01,-2.753661074804754705e+01,-4.666880120640334972e+00,-1.252941375459554330e+01,2.518486471519604208e+01
6.419046468576267372e+00,1.933427989115716628e+01,1.953492169663579148e+01,1.828918254799276255e+01,1.095165113644616994e+01
1.905102347460510259e+01,5.469009106982626989e+00,-1.477621183937169036e+01,5.684348119123598941e+00,-1.004358093742340685e+01
-1.204764813905059384e+01,-2.364489688529536693e+01,-2.396227772125966382e+01,-1.168571416401384155e+01,-1.134400293094322087e+01
1.191882555087187612e+01,-2.499397641142314797e+01,1.833214025569941796e+01,2.181134870650107160e+01,-4.861848455014546744e+01
-3.505354843738957271e+01,2.070253451503257835e+01,-3.964815729838711000e+00,-1.796983416776516052e+01,-4.210613871830084953e+00
2.498090282933809192e+01,1.903680296895419488e+01,-1.320008140705809652e+01,1.204757615858346753e+01,5.375245749844260956e+00
1.131227356806728856e+01,1.378297510262306602e+01,-3.064406674991544932e+01,1.636646449459395924e+01,8.423417924732245154e+00
6.187073687568402924e+00,-2.993336149119530276e+01,1.740844673796011222e+01,2.944946768898505240e+01,-4.481945150032845504e+01
3.043376243434347117e+01,8.880015959576098794e+00,2.095662311170213243e+01,-2.609747256392620685e+01,1.668139172189667008e+01
5.098158215609484678e+00,-2.331985866123705975e+01,2.874339018672875223e+00,-3.844537283503706604e+00,-1.310454987022376017e+01
3.375200402921144160e+01,2.476227470419339127e+01,-1.178356748078798333e+01,-3.071075665423980183e+01,-1.079477785683758562e+01
1.284813415800213576e+01,2.134554893538610187e+01,2.127471936040186051e+01,1.331694295173630671e+01,-1.230226903946348260e+00
1.503247596091443761e+01,-1.111610171834973038e+01,1.180473416693546618e+01,3.205703385886981227e+00,-3.594681942355138382e+00
-7.522372235444440669e+00,-2.409732399888698851e+01,-1.336059671332666454e+01,-2.711704375743513395e+01,1.175099554462899931e+01
-2.821226888888731299e+00,-2.161708872428903661e+01,-1.981473088065528998e+01,-4.934271309404140027e+01,-3.104279473307721471e+00
7.484300390478367149e+00,-8.933892687908645769e+00,1.050230007387908771e+01,3.105049159981365747e+01,3.013964853104916486e+01
4.062884670175813895e+00,-9.656718895203045605e+00,-1.744304081493305603e+01,-3.080203147846021672e+00,-3.951183266276888428e+00
-2.951531522856457457e+01,1.447743019267601561e+01,9.691924492892599829e+00,5.608605882182372548e-01,-7.551619962110105000e+00
-8.191998552677178580e+00,2.113059850857944255e+01,5.653458133187014845e+00,-2.724145591448081216e+00,-3.094012324797001057e+00
-8.962514416057098643e+00,2.495206943277297285e+01,-1.402534601749384890e+01,-7.626174265824547938e+00,-1.351519278588308026e+01
2.623067644354197370e+01,-3.421682889922177950e-01,2.794970971915945057e+01,-6.760501331192783958e+00,-5.386011550586391472e+00
2.707271085098808427e+00,6.423501713906722088e+00,-2.168044224852308588e+01,6.196933327153415938e+00,-6.124125861758584755e+00
-7.088661671613221138e+00,1.445447320886431797e+01,2.716154448645261965e+01,1.132475333218966362e+01,3.297851671615872249e+01
-2.697963885074181167e+00,6.241080760724497800e+00,-5.517105256513760736e+01,2.019786345736309485e+01,-2.332657586137892736e+01
-1.141652789996431716e+00,5.540229483231093432e+00,-4.458104310837617135e+01,1.190288710212920620e+01,-1.616947110655898712e+01
-1.562719405236275882e+01,-1.617400661199466327e+01,-9.434737297491055941e+00,-5.816354029774750245e+00,-6.235228301669721862e-01
1.569568983703887000e+01,3.051066374746287391e+00,2.888088103249959815e+01,-2.636377848269282964e+01,-2.551347995803870106e+01
-2.340507275022714850e+01,-2.469827595676744636e+01,-9.885210032289171167e+00,1.052584331846330734e+01,2.981981601771216717e+01
